building,feature_set,mode,use_static,strict_cold_start,seed,n_dynamic_features,n_static_features,n_train_seq,n_val_seq,n_test_seq,status,rmse,mae,r2,wape_pct,wape_24h,wape_72h,wape_168h,wape_336h,scope,n_train_seq_pooled,n_val_seq_pooled,n_test_seq_pooled,baseline_model,baseline_rmse,baseline_mae,baseline_r2,baseline_wape_pct
U01,setA,M0,False,False,62,8,0,11158,2066,8213,ok,11.964168458538891,7.2859907150268555,0.9802106022834778,8.846821784973145,8.14067554473877,8.08260726928711,5.641612529754639,4.92880916595459,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U01,setA,M0,False,False,72,8,0,11158,2066,8213,ok,12.073921765192624,7.331587791442871,0.9798458814620972,8.902186393737793,3.9934542179107666,4.644223690032959,3.5745797157287598,3.9981651306152344,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U01,setA,M0,False,False,82,8,0,11158,2066,8213,ok,11.944799618036255,7.297066688537598,0.9802746176719666,8.860270500183105,7.328448295593262,7.692783355712891,5.543544292449951,5.24044942855835,single,,,,ARX_ES,11.217,7.009,0.9806,6.221
U02,setA,M0,False,False,42,8,0,11158,2066,8206,ok,4.235529330522549,2.1828134059906006,0.8964922428131104,25.249467849731445,24.722700119018555,28.743724822998047,26.199871063232422,24.28195571899414,single,,,,ARX_ES,4.169,2.216,0.9126,18.718
U02,setA,M0,False,False,52,8,0,11158,2066,8206,ok,4.1119121653159665,2.2217912673950195,0.9024460315704346,25.700342178344727,20.64181137084961,25.581607818603516,21.316091537475586,20.607513427734375,single,,,,ARX_ES,4.169,2.216,0.9126,18.718
U02,setA,M0,False,False,62,8,0,11158,2066,8206,ok,4.223055528648288,2.2413644790649414,0.8971010446548462,25.9267520904541,18.958433151245117,22.42123031616211,21.088022232055664,21.922311782836914,single,,,,ARX_ES,4.169,2.216,0.9126,18.718
U02,setA,M0,False,False,72,8,0,11158,2066,8206,ok,3.626034030104459,1.9017128944396973,0.9241385459899902,21.997867584228516,21.670581817626953,25.09113311767578,22.025646209716797,20.111644744873047,single,,,,ARX_ES,4.169,2.216,0.9126,18.718
U02,setA,M0,False,False,82,8,0,11158,2066,8206,ok,4.133519478164726,2.0954928398132324,0.9014180302619934,24.239397048950195,16.106657028198242,23.769472122192383,20.977506637573242,19.027376174926758,single,,,,ARX_ES,4.169,2.216,0.9126,18.718
U02B,setA,M0,False,False,42,8,0,11158,2066,8206,ok,3.2429239562673704,2.0798099040985107,0.9104578495025635,21.406478881835938,17.674213409423828,17.628705978393555,18.673200607299805,18.196882247924805,single,,,,ARX_ES,3.163,2.006,0.9121,15.125
U02B,setA,M0,False,False,52,8,0,11158,2066,8206,ok,3.3149232457914137,2.1043975353240967,0.9064376950263977,21.6595458984375,17.83046531677246,18.55683135986328,17.907878875732422,17.816410064697266,single,,,,ARX_ES,3.163,2.006,0.9121,15.125
U02B,setA,M0,False,False,62,8,0,11158,2066,8206,ok,3.324933308097457,2.11991024017334,0.9058718085289001,21.8192138671875,19.707292556762695,18.361722946166992,18.074796676635742,17.854612350463867,single,,,,ARX_ES,3.163,2.006,0.9121,15.125
U02B,setA,M0,False,False,72,8,0,11158,2066,8206,ok,3.164368414513164,2.032252073287964,0.9147434234619141,20.916988372802734,16.886802673339844,17.06711196899414,17.03426170349121,16.974470138549805,single,,,,ARX_ES,3.163,2.006,0.9121,15.125
U02B,setA,M0,False,False,82,8,0,11158,2066,8206,ok,3.3274933838008276,2.119824171066284,0.9057267904281616,21.818326950073242,20.570035934448242,21.85602569580078,20.185684204101562,18.93868637084961,single,,,,ARX_ES,3.163,2.006,0.9121,15.125
U03,setA,M0,False,False,42,8,0,11158,2066,8206,ok,10.514114702208238,6.369497299194336,0.9626576900482178,13.0390043258667,7.111175060272217,6.421526908874512,5.596091270446777,7.2807769775390625,single,,,,ARX_ES,7.373,4.693,0.9808,7.026
U03,setA,M0,False,False,52,8,0,11158,2066,8206,ok,10.28291580943583,6.25145959854126,0.9642818570137024,12.797368049621582,7.658294677734375,5.7640252113342285,4.485980987548828,6.2658772468566895,single,,,,ARX_ES,7.373,4.693,0.9808,7.026
